Agent Name,Address,District,City,Latitude,Longitude
ABU BAKKAR HOTEL,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Bondhu Electronics,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Chowdhury Vai Vai Enterprise,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
M/s G S Business,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S New Kinnuri Tel,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Akan Cloth Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
RONETA TELECOM AND COSMETICS,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Monir Telecom,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
College Library,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
BISMILLAH VARIETIES STORE,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
M/S Howlader Enterprise,Barisal Main Road- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
Tonni Media And Electronics,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Tanha Electric,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Kabir Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M S Saifa Store,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
HALIM STORE,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Sawon Hotel,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Jannat Store,সাহরতী বাজার- Fakir Bari Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68399,90.35498
Naima Medichine Corner,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Sarker Varieties Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Sami Motors,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Kicukkhn Canteen,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Sorder Telecom,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Ma Telicom,Mahilara- গৌরনদী- ঢাকা- বাংলাদেশ,Mahilara,গৌরনদী,22.92736,90.24232
ASIA TELL,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
BISHWAS SHOE STORE,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
RATNA STORE AND TELECOM,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Mayear Deya Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Sultan Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Shahana Palli Phone,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Sayak Computer Point,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S MAA ADARSHO LIBRARY O STATIONARY,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
Monir Shoe Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Ma Varieties Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Ma Medical Hall,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Ma Babar Doa Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Seba Medical Hall,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
M/S Ferdouj Store,মাগুরা- নাসিরাবাদ (স্বরুপকাঠি)- বরিশাল- বাংলাদেশ,মাগুরা,নাসিরাবাদ (স্বরুপকাঠি),22.76008,90.10598
M/S Rahim Video,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
Islamiya Library,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Suvo Cosmetics And Varieties Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Jayed Enterprise,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
VAI VAI VARIETIES STORE,স্টিমার ঘাট- N8- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70046,90.37448
SHAHIN TELECOM,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
Sanu Telecom,Himayat Uddin Road & Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.7038,90.37049
Ashar Alow,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Howlader Enterprize,বাস ষ্টেশন- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.67846,90.34531
SAIDUL STORE,Patuakhali Road- বরিশাল সদর- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.66233,90.35805
Boldev Corner,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
Uddog Unmes,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Bismillah Electronics And Varieties Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Vai Vai Basrabitan And Telecom,বাকেরগঞ্জ মেডিক্যাল হল- Band Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68646,90.36393
Kazi Medical Hall,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Gorami Telecom,এ কে হাই স্কুল- Himayat Uddin Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70349,90.37257
M/S HAZRAT SHAHJALAL ENTERPRISE,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Hisbullah Electronics,Batazore Bazar- গৌরনদী- ঢাকা- বাংলাদেশ,Batazore Bazar,গৌরনদী,22.911,90.24631
RIYAD TAILORS,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Jakir Store,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
M/S Bismillah Varieties,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
YEASIN TRADERS,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
VAI VAI ENTERPRISE,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
Mia Enterprise,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
TALUKDER TELECOM AND ELECTRONICS,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Vuiya Telecom,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
Adorsho Varaities Stores,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Bagdad Motors,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Aktar Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S MRIDHA MEDICAL HALL,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
M/S LIGHT HOUSE,Hospital Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70918,90.36766
Basar Telecom,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
Abujor Medicine Point,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Sarker Varieties Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Emon General Store,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
Hiron Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
BODHUYA COSMETICS AND VARIETIES STORES,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
TAHSIN MEDICAL HALL,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
ADITI TELECOM,Nagirpar- আগৈলঝড়া- বাংলাদেশ,নাগিরপাড়,আগৈলঝড়া,22.9655,90.10338
EZAZ EMON STORES,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
ANIC STORES,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Forkean Enterprise,বাকেরগঞ্জ মেডিক্যাল হল- Band Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68646,90.36393
Orpita Digital Studio,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
SNORON ENTERPRISE,লাইন রোড- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70624,90.37314
Fahim Varieties Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Khan Traders,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
Parosh Cycle Stors,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
Nabik Sanitary,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
PINTU STORE,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Arif Telecom,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
SHOHAN PHARMACY,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Mina Varaities Store,Bakerganj Barguna Road- মির্জাগঞ্জ- বাংলাদেশ,কৃষনাকাতি,মির্জাগঞ্জ,22.4587,90.27639
MUNA RESTAURANT MODI STORE,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Master Library,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
KAMRUL DOTCOM,Calle Bangladesh- Caroní- Venezuela,Caroní,Caroní,8.2846,-62.72798
M/S Asia Enterprise,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Jamila Telecom Center,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Emon General Store,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
Students Library and Stationary,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
Maisha Traders,Port Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70374,90.37486
Sagor Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
KHANDOKAR STORE,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
M/S Juel Store,বরিশাল- বাংলাদেশ,,,22.69436,90.36342
M/S Royal Electric,কাশিপুর বাজার- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.71939,90.34332
VAI VAI TELECOM CENTER AND STATIONARY,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Tarek Cloth Stores,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Soto Vai Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
HOWLADER TELECOM AND VARIETIES STORE,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Sarowar Telecom,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Khan Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Sazib Varieties Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Green Mobile Servicing,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
Rifat And Udoy Enterprise,Nobogram Road- বরিশাল সদর- বাংলাদেশ,সাউথ কারপুর,বরিশাল সদর,22.71662,90.2852
Akon Traders,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Amin Computers,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
Kawsar Shoes Store,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
SHAKIL CONFECTIONARY,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Gazi Storse,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
M A Medical Hall,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
KHAN INTERNATIONAL,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Ideal Telecom And Service Center,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
Kazi Business Center,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Khadiza Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Bismillah Pharmecy,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Khan General Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S NAHIDA VARIETIES STORE,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
PROMIZ MOBILE MEDIA,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S DELOWAR TELECOM,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
M/S SHANTONA POULTRY FARM,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
M/S Fakrul Store,Gouronodhi Main Road- গৌরনদী- বাংলাদেশ,গৌরনদী,গৌরনদী,22.98546,90.22239
Rakib Electric,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
M/S SADIYA ELECTRIC,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Layba Pharmacy,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
HOWLADER TRADERS,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Rahmania Computer And Bkash Center,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Yasin Computer,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Seba Medical Hall,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Howlader Enterprise,ফরিদপুর- ঢাকা- বাংলাদেশ,ফরিদপুর,ফরিদপুর,23.60248,89.83864
M/S SWARNA TELECOM AND DIGITAL STUDIO,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
ANUPOM TELECOM,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Mosharef Store,Kaliganj Road- বাকেরগঞ্জ- বাংলাদেশ,সিয়ামপুর,বাকেরগঞ্জ,22.53555,90.31792
Amin Computers,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
MAA TAILORS,Peyarpur Bazar- Z8044- বাকেরগঞ্জ- বাংলাদেশ,ডাকুরকাঠী,বাকেরগঞ্জ,22.55083,90.42534
M/S Rubel Store,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
R K Pharmacy,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
TASNIM ENTERPRISE,Hospital Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70918,90.36766
Abdul Rishad Telecom,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
MOLLIK VARIETIES STORE AND TELECOM,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Ma Babar Doya Telecom,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
B C S Confirm,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
Sikder Hardware,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Bright Library,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Ibrahim Medicine House,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
BASIR STORE,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
JESMIN VARIETIES STORE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
M/S Hasan Telecom,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
MS GAZI STORE,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
M/S Al Mamun General Store,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
Nobokumar Library And Confectionery,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Rahmania Computer And Bkash Center,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Pritom General Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Sikdar Medical Hall,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S FAHMIDA TRADERS,ফজলুল হক এ্যাভিনিউ & Kakalir More- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70205,90.37022
Tasfia Zannat Laibrary And Sunnoty Store,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
S D Telecom and Electronics,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
ANUPOM TELECOM,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Belal General Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Jihad And Jisan Stores,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Nafi Cosmetics,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
ROCKY TRADERS,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
KARTIK ELECTRONICS,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
Raju Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Twoki Enterprise,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
S S TELECOM AND COMPUTER,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
RAFIQ ENTERPRISE,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M S Jerin Medical Hall,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Emon Telecom,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
M/S Abida Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
HOME TECHNOLOGY,Himayat Uddin Road & Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.7038,90.37049
Islamia Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Antora Hardware,Shahid Zia Road- বরিশাল সদর- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.71091,90.34471
M/S Al Mosa Ad Cosmetics And Varieties Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Mohidul General Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Bhuiya Store,চড় কৃমারিয়া- ভোলা সদর- বরিশাল- বাংলাদেশ,চড় কৃমারিয়া,ভোলা সদর,22.63303,90.66179
New Bismillah Decorator,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Khan Cosmetics,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
M S Molla Pharmacy,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Shamim Store,Band Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68607,90.36287
Maayer Dowa Varaities Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Nazrul Auto Sorvicing Center,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Kulsum Rice Mill,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
PINTU STORE,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Shakil Shoes And Photocopy,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
MAA DIGITAL STUDIO AND TELECOM,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
SAJID TELECOM,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Ma Telecom,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
Union Digital Center,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Raju Telecom And Varieties Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
SIAM MEDICAL HALL,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
Jononi Medicel And Variates House,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
Mitu Telecom And Varieties Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Mahadi Junaet Londry,Band Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68607,90.36287
Hotel Sukria,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
